species_id	representative	MGnify_accession	species_closest	ani_closest	gtpro_kmer_counts	phyeco_marker_counts	phyeco_pass_ratio	pangene_counts	genome_counts	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	Lineage	Continent
104054	GUT_GENOME254947	MGYG-HGUT-04054	100085	94.44175	NA	NA	NA	1693	1	MAG	1969416	97	30334	60.26	99.19	2.23	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_F	Europe
104055	GUT_GENOME254975	MGYG-HGUT-04055	100204	81.46465	55615	15	1	17158	18	MAG	2465387	56	148279	34.49	98.66	0.67	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__	Europe
104056	GUT_GENOME255109	MGYG-HGUT-04056	101429	94.48945	NA	15	0.866666666666667	2740	2	MAG	2329828	197	16963	59.53	95.54	1.06	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A ihumii	Europe
104057	GUT_GENOME255174	MGYG-HGUT-04057	NA	NA	NA	9	1	1071	1	MAG	1197031	388	3302	43.27	58.65	0.67	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__	Europe
104058	GUT_GENOME255225	MGYG-HGUT-04058	103052	94.5457	NA	NA	NA	1744	1	MAG	1971216	201	14162	60.06	95.56	1.21	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Europe
104059	GUT_GENOME255258	MGYG-HGUT-04059	103978	92.396	NA	15	1	45367	79	MAG	2260931	63	67379	56.04	91.01	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__UBA1777 sp003150355	Europe
104060	GUT_GENOME255264	MGYG-HGUT-04060	104497	95.10695	NA	NA	NA	2753	2	MAG	2120627	48	79566	60.14	100	0.81	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Europe
104061	GUT_GENOME255270	MGYG-HGUT-04061	NA	NA	NA	11	1	1369	1	MAG	1602330	405	4538	45.99	72.74	1.72	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__	Europe
104062	GUT_GENOME255273	MGYG-HGUT-04062	101049	82.09885	NA	15	1	2004	1	MAG	2126050	51	63671	58.7	87.25	2.01	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__	Europe
104063	GUT_GENOME255276	MGYG-HGUT-04063	103451	79.8426	NA	15	1	9294	8	MAG	2013916	317	8691	51.07	90.62	0.03	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Oxalobacter;s__	Europe
104064	GUT_GENOME255303	MGYG-HGUT-04064	NA	NA	NA	15	1	4660	9	MAG	2605118	98	43820	47.15	97.15	0.13	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__UBA9506;g__;s__	Europe
104065	GUT_GENOME255347	MGYG-HGUT-04065	NA	NA	NA	15	1	5484	6	MAG	2040480	17	161955	47.91	76.27	0.19	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA6398;s__	Europe
104066	GUT_GENOME255379	MGYG-HGUT-04066	100197	94.49585	NA	NA	NA	8599	8	MAG	2039329	110	31059	60.11	97.58	1.03	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Europe
104067	GUT_GENOME255416	MGYG-HGUT-04067	104429	78.49525	NA	15	1	1800	1	MAG	1958521	170	17282	39.22	95.97	0.78	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__CAG-274;g__;s__	Europe
104068	GUT_GENOME255537	MGYG-HGUT-04068	101502	93.0272	NA	11	1	1999	1	MAG	2059633	64	48707	62.97	93.99	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__	Europe
104069	GUT_GENOME255584	MGYG-HGUT-04069	NA	NA	NA	NA	NA	865	1	MAG	982773	10	195225	59.82	62.1	0	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Europe
104070	GUT_GENOME255630	MGYG-HGUT-04070	103100	86.4501	30057	15	1	7720	40	MAG	2198679	77	49015	48.64	95.97	0.81	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__;s__	Europe
104071	GUT_GENOME255646	MGYG-HGUT-04071	102882	79.98575	NA	15	1	12081	32	MAG	2041554	69	44519	62.26	96.04	1.34	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__	Europe
104072	GUT_GENOME255709	MGYG-HGUT-04072	NA	NA	NA	15	1	9031	18	MAG	2483861	46	166817	42.53	97.32	0.89	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__;g__;s__	Europe
104073	GUT_GENOME255755	MGYG-HGUT-04073	103058	89.78955	NA	13	0.923076923076923	1838	1	MAG	1933457	37	134772	25.84	81.7	2.03	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UBA7001;s__	Europe
104074	GUT_GENOME255792	MGYG-HGUT-04074	100099	78.3692	NA	15	1	5119	3	MAG	3074879	183	28443	57.92	97.73	1.01	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__	Europe
104075	GUT_GENOME255821	MGYG-HGUT-04075	NA	NA	NA	15	1	4241	5	MAG	2841804	96	52990	57.18	96.95	1.57	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	Europe
104076	GUT_GENOME255824	MGYG-HGUT-04076	NA	NA	NA	15	1	1513	1	MAG	1626797	26	113302	55.16	79.19	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	Europe
104077	GUT_GENOME255826	MGYG-HGUT-04077	NA	NA	NA	11	1	1025	1	MAG	1027619	335	3333	39.84	62.18	0.79	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Traorella;s__	Europe
104078	GUT_GENOME255855	MGYG-HGUT-04078	NA	NA	NA	13	1	2524	2	MAG	1692015	67	43391	28.51	77.9	0.89	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__	Europe
104079	GUT_GENOME255883	MGYG-HGUT-04079	NA	NA	NA	15	1	2939	3	MAG	1786856	206	11283	44.46	96.37	0.03	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__;f__;g__;s__	Europe
104080	GUT_GENOME255885	MGYG-HGUT-04080	100642	93.6769	NA	15	1	1485	1	MAG	1753974	17	165835	48.78	99.14	0.86	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__;s__	Europe
104081	GUT_GENOME255912	MGYG-HGUT-04081	104125	83.5396	57300	15	1	11457	26	MAG	2523774	72	78962	59.2	95.39	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UCG-010;s__UCG-010 sp003150215	Europe
104082	GUT_GENOME255913	MGYG-HGUT-04082	NA	NA	NA	15	1	3552	2	MAG	2757417	186	27827	52.91	95.87	1.4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	Europe
104083	GUT_GENOME255938	MGYG-HGUT-04083	100944	94.13595	3383	15	1	41760	199	MAG	1867105	9	440232	54.36	100	0.12	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp000435675	Europe
104084	GUT_GENOME255956	MGYG-HGUT-04084	101990	79.1462	NA	12	1	2990	7	MAG	1112937	9	187783	24.96	92.13	0	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__;s__	Europe
104085	GUT_GENOME255980	MGYG-HGUT-04085	104128	82.18315	NA	15	1	1971	1	MAG	2144710	18	224145	51.01	98.66	0.67	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__;g__;s__	Europe
104086	GUT_GENOME255983	MGYG-HGUT-04086	103672	87.06035	50020	13	1	19266	102	MAG	1173749	11	215934	27.54	92.42	0	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-433;g__CAG-594;s__CAG-594 sp000434835	Europe
104087	GUT_GENOME255999	MGYG-HGUT-04087	101386	78.84195	NA	15	1	4679	12	MAG	3298790	61	79361	46.15	99.37	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__	Europe
104088	GUT_GENOME256068	MGYG-HGUT-04088	103417	87.3152	149448	15	1	40932	40	MAG	2947168	128	38941	58.3	97.71	1.88	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__;s__	Europe
104089	GUT_GENOME256086	MGYG-HGUT-04089	NA	NA	NA	15	0.933333333333333	2952	5	MAG	1656600	51	67644	55.83	76.85	0.67	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__;g__;s__	Europe
104090	GUT_GENOME256097	MGYG-HGUT-04090	NA	NA	NA	14	1	6078	7	MAG	2636589	33	110869	47.64	97.36	0.25	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-279;s__	Europe
104091	GUT_GENOME256101	MGYG-HGUT-04091	104328	94.2429	NA	NA	NA	1664	1	MAG	1888666	204	12581	60.19	92.88	0.81	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Europe
104092	GUT_GENOME256115	MGYG-HGUT-04092	102724	80.4371	NA	15	1	2584	3	MAG	1799237	37	84239	57.47	88.59	1.34	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__	Europe
104093	GUT_GENOME256138	MGYG-HGUT-04093	100413	91.815	NA	15	1	2928	1	MAG	3091297	236	20330	45.62	90.52	2.69	d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UBA7185;s__	Europe
104094	GUT_GENOME256155	MGYG-HGUT-04094	NA	NA	NA	15	1	2958	1	MAG	3605841	51	104202	39.95	81.03	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	Europe
104095	GUT_GENOME256157	MGYG-HGUT-04095	NA	NA	NA	12	1	1422	1	MAG	1534718	33	87389	62.03	69.54	0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__UBA1822;s__	Europe
104096	GUT_GENOME256176	MGYG-HGUT-04096	NA	NA	NA	13	1	1674	1	MAG	1927578	74	40981	49.97	71.43	0.62	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__	Europe
104097	GUT_GENOME256235	MGYG-HGUT-04097	103039	94.8571	NA	NA	NA	2965	2	MAG	2078855	57	65188	59.86	100	0.81	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Europe
104098	GUT_GENOME256243	MGYG-HGUT-04098	100900	81.0063	NA	15	1	2937	3	MAG	2178034	333	9189	50.97	86.74	2.82	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__;s__	Europe
104099	GUT_GENOME256353	MGYG-HGUT-04099	100453	88.9159	46655	15	1	21658	236	MAG	1856381	13	457558	43.94	97.32	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000433975	Europe
104100	GUT_GENOME256383	MGYG-HGUT-04100	NA	NA	NA	11	1	1379	1	MAG	1430802	301	5853	59.77	79.01	1.34	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__;g__;s__	Europe
104101	GUT_GENOME256412	MGYG-HGUT-04101	104355	85.93635	NA	13	0.923076923076923	5326	16	MAG	1331726	25	92433	26.54	92.42	1.12	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__CAG-302;s__	Europe
104102	GUT_GENOME256424	MGYG-HGUT-04102	100496	94.3422	NA	12	1	2551	3	MAG	1373136	6	456364	26.46	91.57	2.81	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-1000;s__	Europe
104103	GUT_GENOME256492	MGYG-HGUT-04103	NA	NA	NA	13	1	1413	1	MAG	1455604	109	22936	28.07	76.27	2.63	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	Europe
104104	GUT_GENOME256503	MGYG-HGUT-04104	NA	NA	NA	15	1	2099	4	MAG	1771990	37	80185	59.46	84.68	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	Europe
104105	GUT_GENOME256509	MGYG-HGUT-04105	104197	89.37925	NA	15	1	11700	11	MAG	2464466	15	227567	50.62	99.04	0.48	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__	Europe
104106	GUT_GENOME256520	MGYG-HGUT-04106	102031	88.71895	NA	15	1	4608	8	MAG	1798758	53	63940	57.3	92.13	0.67	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	Europe
104107	GUT_GENOME256521	MGYG-HGUT-04107	103417	79.6288	NA	10	1	1972	1	MAG	2102916	397	7002	58.41	83.66	2.49	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__;s__	Europe
104108	GUT_GENOME256536	MGYG-HGUT-04108	100481	93.55365	NA	15	1	3764	5	MAG	2373167	65	60801	45.63	97.76	1.34	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__;s__	Europe
104109	GUT_GENOME256537	MGYG-HGUT-04109	NA	NA	NA	15	1	1890	1	MAG	2073923	117	28359	45.67	94.16	1.57	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__;g__;s__	Europe
104110	GUT_GENOME256562	MGYG-HGUT-04110	101162	80.35705	NA	15	1	3935	4	MAG	1717383	17	214048	61.04	98.1	0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__UBA1822;s__	Europe
104111	GUT_GENOME256593	MGYG-HGUT-04111	103311	85.4713	NA	15	1	139356	752	MAG	1878852	37	85298	57.31	88.37	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	Europe
104112	GUT_GENOME256614	MGYG-HGUT-04112	102544	79.7165	NA	10	1	1725	1	MAG	1854194	391	5935	65.63	85.56	0.92	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__;s__	Europe
104113	GUT_GENOME256624	MGYG-HGUT-04113	NA	NA	67070	15	1	15268	30	MAG	2413053	46	84953	52.6	96.42	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-272;s__CAG-272 sp000433515	Europe
104114	GUT_GENOME256714	MGYG-HGUT-04114	100325	92.6271	76002	15	1	71251	204	MAG	2992180	62	75005	44.03	94.04	0.02	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__CAG-95 sp000438155	Europe
104115	GUT_GENOME256763	MGYG-HGUT-04115	104236	94.093	52292	15	1	14246	32	MAG	2081332	51	92337	38.39	97.99	0.22	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	Europe
104116	GUT_GENOME256840	MGYG-HGUT-04116	103211	80.30275	NA	15	1	3435	1	MAG	3787047	45	143282	54.12	98.66	0.67	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	Europe
104117	GUT_GENOME256853	MGYG-HGUT-04117	104101	85.08235	32588	13	1	51771	501	MAG	1194841	17	128283	26.09	94.67	0	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__CAG-302;s__CAG-302 sp001916775	Europe
104118	GUT_GENOME256939	MGYG-HGUT-04118	NA	NA	NA	14	0.928571428571429	2351	4	MAG	1412421	281	5940	44.3	68.65	1.57	d__Bacteria;p__Firmicutes_B;c__Dehalobacteriia;o__UBA4068;f__UBA4068;g__;s__	Europe
104119	GUT_GENOME256961	MGYG-HGUT-04119	101216	77.5883	NA	14	1	1524	1	MAG	1590102	43	72498	28.79	81.03	2.24	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-354;s__	Europe
104120	GUT_GENOME256964	MGYG-HGUT-04120	NA	NA	NA	13	1	5326	18	MAG	1446947	51	47429	30.51	93.82	0.56	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__;s__	Europe
104121	GUT_GENOME257001	MGYG-HGUT-04121	103039	94.51965	NA	NA	NA	1952	1	MAG	2165228	197	17282	60.36	98.39	1.08	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Europe
104122	GUT_GENOME257007	MGYG-HGUT-04122	100220	78.23745	NA	15	1	3211	2	MAG	2305266	318	10545	58.27	88.84	1.68	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__;s__	Europe
104123	GUT_GENOME257014	MGYG-HGUT-04123	100367	77.315	NA	15	1	2428	3	MAG	1870626	47	88174	43.25	98.58	2.13	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__	Europe
104124	GUT_GENOME257017	MGYG-HGUT-04124	NA	NA	NA	15	1	2888	6	MAG	1823169	78	35486	44.27	95.64	0.62	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__UBA644_A;g__;s__	Europe
104125	GUT_GENOME257066	MGYG-HGUT-04125	104081	83.5396	NA	15	0.933333333333333	4357	9	MAG	2327429	82	40766	55.65	95.39	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UCG-010;s__	Europe
104126	GUT_GENOME257069	MGYG-HGUT-04126	102780	80.42855	NA	15	1	8703	12	MAG	3496226	116	60641	60.9	98.45	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella;s__	Europe
104127	GUT_GENOME257070	MGYG-HGUT-04127	NA	NA	NA	10	0.9	2339	1	MAG	2215894	680	3581	69.92	54.73	0.78	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__;s__	Europe
104128	GUT_GENOME257096	MGYG-HGUT-04128	104085	82.18315	NA	15	0.933333333333333	2892	2	MAG	2239270	188	18952	49.89	95.26	1.34	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__;g__;s__	Europe
104129	GUT_GENOME257098	MGYG-HGUT-04129	102233	85.69325	74585	15	1	33021	42	MAG	2343469	91	47161	61.58	97.96	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__Acutalibacter sp000435395	Europe
104130	GUT_GENOME257123	MGYG-HGUT-04130	103825	93.1554	NA	15	1	47978	180	MAG	2231364	38	82473	56.63	89.26	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__	Europe
104131	GUT_GENOME257132	MGYG-HGUT-04131	104049	90.9872	NA	15	0.933333333333333	3095	4	MAG	1840905	35	82193	47.86	93.29	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	Europe
104132	GUT_GENOME257151	MGYG-HGUT-04132	104210	85.1511	NA	15	1	4752	17	MAG	2510246	61	66104	38	97.75	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	Europe
104133	GUT_GENOME257235	MGYG-HGUT-04133	NA	NA	NA	14	1	1996	1	MAG	2160156	94	41291	42.47	98.66	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__;g__;s__	Europe
104134	GUT_GENOME257244	MGYG-HGUT-04134	100980	80.97905	NA	15	1	5293	7	MAG	1949044	27	114400	45.86	99.19	0	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__	Europe
104135	GUT_GENOME257270	MGYG-HGUT-04135	NA	NA	NA	10	1	1592	1	MAG	1528355	421	4028	58.9	63.2	1.68	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__	Europe
104136	GUT_GENOME257278	MGYG-HGUT-04136	103063	78.2417	NA	15	1	6103	5	MAG	3901051	202	30707	50.66	94.92	1.49	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__	Europe
104137	GUT_GENOME257298	MGYG-HGUT-04137	101155	90.1866	81205	15	1	142872	309	MAG	2262929	46	98801	59.81	90.6	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA738;s__UBA738 sp003522945	Europe
104138	GUT_GENOME257332	MGYG-HGUT-04138	102686	86.75825	80418	15	1	19569	75	MAG	1946641	8	1125357	60.53	100	0	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01;g__QAMH01;s__	Europe
104139	GUT_GENOME257383	MGYG-HGUT-04139	103938	85.53155	NA	14	1	2003	1	MAG	2067971	269	10750	57.91	86.56	0.39	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__	Europe
104140	GUT_GENOME257394	MGYG-HGUT-04140	100140	87.41355	NA	15	1	4186	7	MAG	2714632	97	61493	43.92	99.37	0.32	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-56;s__	Europe
104141	GUT_GENOME257420	MGYG-HGUT-04141	104018	95.032	NA	NA	NA	6432	5	MAG	2104819	54	63758	60.39	99.19	0.81	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_F	Europe
104142	GUT_GENOME257423	MGYG-HGUT-04142	102944	82.12795	NA	15	1	2102	1	MAG	2105294	37	88894	61.01	96.2	0.67	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Marseille-P3106;s__Marseille-P3106 sp900169975	Europe
104143	GUT_GENOME257450	MGYG-HGUT-04143	102155	86.18435	NA	15	1	9690	29	MAG	2687276	39	125732	58.44	96.6	1.36	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium sp003149955	Europe
104144	GUT_GENOME257473	MGYG-HGUT-04144	NA	NA	NA	12	1	2177	2	MAG	1539637	507	3307	47.1	55.19	0.34	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__;s__	Europe
104145	GUT_GENOME257483	MGYG-HGUT-04145	101271	81.1407	102191	15	1	28396	114	MAG	2012648	32	90206	47.13	95.08	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__UBA644;g__UBA644;s__	Europe
104146	GUT_GENOME257495	MGYG-HGUT-04146	102700	85.52715	NA	15	1	2364	2	MAG	2399745	107	33326	58.43	92.07	1.34	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	Europe
104147	GUT_GENOME257519	MGYG-HGUT-04147	NA	NA	NA	15	1	2888	4	MAG	1532058	376	4692	59.48	74.34	1.57	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__;g__;s__	Europe
104148	GUT_GENOME257574	MGYG-HGUT-04148	104018	94.32225	NA	NA	NA	1732	1	MAG	1959033	197	14894	60.06	93.97	3.23	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_F	Europe
104149	GUT_GENOME257612	MGYG-HGUT-04149	102248	79.0653	NA	13	1	3807	10	MAG	1233479	32	61652	26.59	93.82	0	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__UBA5026;s__	Europe
104150	GUT_GENOME257679	MGYG-HGUT-04150	101263	78.31575	52360	15	1	11383	31	MAG	3434704	31	221945	59.62	97.21	0.57	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas kerstersii	Europe
104151	GUT_GENOME257704	MGYG-HGUT-04151	102463	83.86945	NA	15	1	6294	1	MAG	7110046	197	59600	67.25	99.35	1.87	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas citronellolis	Europe
104152	GUT_GENOME257708	MGYG-HGUT-04152	103037	94.2312	NA	NA	NA	1762	1	MAG	1978459	244	11808	60.06	94.93	3.63	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Europe
104153	GUT_GENOME257725	MGYG-HGUT-04153	102099	79.45275	NA	15	1	13629	17	MAG	2844425	76	70825	65.45	99.17	0.81	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__UBA1750;g__UBA7102;s__	Europe
104154	GUT_GENOME257768	MGYG-HGUT-04154	NA	NA	NA	11	1	1975	1	MAG	2054987	606	3741	59	67.05	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__;s__	Europe
104155	GUT_GENOME257836	MGYG-HGUT-04155	100372	82.58515	NA	14	1	31458	319	MAG	1330798	28	83333	28.04	80.16	0.35	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp003534295	Europe
104156	GUT_GENOME258001	MGYG-HGUT-04156	104625	94.20335	NA	NA	NA	1883	1	MAG	2204461	67	45991	60.02	100	2.42	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Europe
